,bhattacharyya,bhattacharyyaAngle,count,hellingerDistance,iso,kullbackLeiblerDivergence,labelAspect,labelData
9715,1.9724985415725385,1.431234866312837,294,0.41757016486724435,ISR,0.783908246409127,tag value length,retail areas
9716,1.919421329522724,1.4235732446101566,139,0.2728318946020409,ISR,0.2998832382153257,number of nodes,retail areas
9717,1.7627725641449143,1.398374750846974,1624,0.033466191865058816,ISR,0.004420050213658439,distance between nodes,retail areas
9718,1.7256023517231478,1.3917758791880483,139,0.08954794102856566,ISR,0.03038227422456133,area,retail areas
9719,1.5749826902186037,1.3622774003986367,231867,0.1613009803815127,ISR,0.09876882708957578,number of versions,roads
9720,1.819839504508846,1.408026786929772,332074,0.029392084949030884,ISR,0.0034488337070214844,timespan between versions,roads
9721,1.8684013374961899,1.4158062949939985,692806,0.19732954996353277,ISR,0.14525990225579663,tag value length,roads
9722,1.9100172144297873,1.422171927321445,231867,0.13823565263414886,ISR,0.07487156580183399,number of nodes,roads
9723,1.7992753452369596,1.4046137652736688,2108639,0.014975638141958606,ISR,0.0008948884960949125,distance between nodes,roads
9724,1.816922500749217,1.4075470312781042,232100,0.013437966185761284,ISR,0.0007267566106589007,length,roads
9725,1.6435353079279433,1.376276465281343,2621,0.10183740924822654,ISR,0.04137571310412856,number of versions,primary roads
9726,1.8087043376917553,1.4061876452422033,10562,0.01929491360921693,ISR,0.0015043108051779601,timespan between versions,primary roads
9727,1.9529197245729655,1.42845689210962,14707,0.2998870905974153,ISR,0.39004509680315386,tag value length,primary roads
9728,1.8585850546223697,1.414264829595454,2621,0.1305631681658824,ISR,0.06974645930638759,number of nodes,primary roads
9729,1.8193029906483202,1.407938655054854,34114,0.046384987510484484,ISR,0.008561201628776383,distance between nodes,primary roads
9730,1.7896266226127466,1.402987334943164,2623,0.027512343767114318,ISR,0.0030040754000144635,length,primary roads
9731,1.7391287314828878,1.3942065699709891,5661,0.042606562067927296,ISR,0.007238611780885561,number of versions,secondary roads
9732,1.8174767851435178,1.4076383043253726,23573,0.02728867948248585,ISR,0.0029481983071766114,timespan between versions,secondary roads
9733,1.8057489185934235,1.405695969225107,33766,0.2441784993018166,ISR,0.2643850725464446,tag value length,secondary roads
9734,1.8193270154230612,1.407942602586962,5661,0.11976187209785903,ISR,0.0609131719400428,number of nodes,secondary roads
9735,1.8465459108272524,1.412353007471234,66829,0.06756859898916934,ISR,0.018572527751375183,distance between nodes,secondary roads
9736,1.8123180038057205,1.4067868044717498,5663,0.03762371315382556,ISR,0.005676025928546661,length,secondary roads
9737,1.725273055766944,1.391716280408685,16616,0.04782951492057812,ISR,0.009137648993597921,number of versions,tertiary roads
